0, 1184
5, 1189
10, 1190
15, 1193
20, 1192
25, 1186
30, 1195
35, 1183
40, 1194
45, 1190
50, 1194
55, 1196
60, 1193
65, 1192
70, 1197
75, 1197
80, 1194
85, 1197
90, 1199
95, 1196
100, 1195
105, 1196
110, 1194
115, 1193
120, 1193
125, 1193
130, 1197
135, 1196
140, 1196
145, 1194
150, 1196
155, 1195
160, 1195
165, 1194
170, 1198
175, 1193
180, 1193
185, 1187
190, 1199
195, 1195
200, 1194
205, 1197
210, 1190
215, 1192
220, 1195
225, 1196
230, 1195
235, 1197
240, 1195
245, 1193
250, 1194
255, 1193
260, 1197
265, 1194
270, 1194
275, 1194
280, 1197
285, 1193
290, 1194
295, 1193
300, 1196
305, 1194
310, 1193
315, 1196
320, 1198
325, 1191
330, 1197
335, 1194
340, 1192
345, 1197
350, 1190
355, 1187
360, 1196
365, 1195
370, 1193
375, 1192
380, 1192
385, 1195
390, 1195
395, 1192
400, 1192
405, 1192
410, 1196
415, 1196
420, 1192
425, 1192
430, 1197
435, 1193
440, 1193
445, 1193
450, 1194
455, 1192
460, 1196
465, 1191
470, 1191
475, 1188
480, 1197
485, 1195
490, 1189
495, 1193
500, 1199
505, 1042
510, 1042
515, 1043
520, 1039
525, 1037
530, 1036
535, 1028
540, 1031
545, 1036
550, 1035
555, 1039
560, 1033
565, 1036
570, 1027
575, 1032
580, 1038
585, 1036
590, 1036
595, 1036
600, 1038
605, 1020
610, 1025
615, 1032
620, 1026
625, 1024
630, 1029
635, 1032
640, 1032
645, 1035
650, 1033
655, 1029
660, 1035
665, 1034
670, 1036
675, 1032
680, 1038
685, 1034
690, 1036
695, 1026
700, 1028
705, 1031
710, 1029
715, 1036
720, 1028
725, 1028
730, 1023
735, 1033
740, 1036
745, 1028
750, 1034
755, 1033
760, 1032
765, 1035
770, 1032
775, 1030
780, 1031
785, 1029
790, 1032
795, 1029
800, 1032
805, 1036
810, 1036
815, 1035
820, 1033
825, 1025
830, 1028
835, 1031
840, 1029
845, 1031
850, 1027
855, 1036
860, 1025
865, 1034
870, 1025
875, 1035
880, 1026
885, 1036
890, 1033
895, 1035
900, 1028
905, 1031
910, 1034
915, 1032
920, 1031
925, 1030
930, 1036
935, 1034
940, 1030
945, 1036
950, 1035
955, 1026
960, 1026
965, 1029
970, 1028
975, 1032
980, 1033
985, 1029
990, 1028
995, 1035
1000, 1027
1005, 1035
1010, 1023
1015, 1032
1020, 1027
1025, 1030
1030, 1028
1035, 1031
1040, 1027
1045, 1034
1050, 1028
1055, 1033
1060, 1035
1065, 1027
1070, 1033
1075, 1032
1080, 1027
1085, 1021
1090, 1028
1095, 1033
1100, 1032
1105, 1038
1110, 1028
1115, 1033
1120, 1032
1125, 1025
1130, 1033
1135, 1024
1140, 1029
1145, 1030
1150, 1030
1155, 1035
1160, 1027
1165, 1035
1170, 1029
1175, 1036
1180, 1032
1185, 1033
1190, 1029
1195, 1035
1200, 1031
1205, 1033
1210, 1031
1215, 1028
1220, 1031
1225, 1033
1230, 1035
1235, 1032
1240, 1027
1245, 1034
1250, 1023
1255, 1034
1260, 1025
1265, 1038
1270, 1029
1275, 1025
1280, 1029
1285, 1036
1290, 1030
1295, 1036
1300, 1033
1305, 1032
1310, 1032
1315, 1029
1320, 1032
1325, 1029
1330, 1030
1335, 1034
1340, 1031
1345, 1033
1350, 1029
1355, 1030
1360, 1033
1365, 1025
1370, 1031
1375, 1027
1380, 1031
1385, 1035
1390, 1038
1395, 1029
1400, 1032
1405, 1028
1410, 1033
1415, 1029
1420, 1030
1425, 1036
1430, 1022
1435, 1030
1440, 1027
1445, 1030
1450, 1026
1455, 1031
1460, 1029
1465, 1029
1470, 1030
1475, 1030
1480, 1034
1485, 1031
1490, 1036
1495, 1038
1500, 1031
1505, 1027
1510, 1029
1515, 1036
1520, 1027
1525, 1028
1530, 1035
1535, 1031
1540, 1030
1545, 1029
1550, 1034
1555, 1031
1560, 1033
1565, 1035
1570, 1037
1575, 1035
1580, 1029
1585, 1028
1590, 1033
1595, 1035
1600, 1039
1605, 1030
1610, 1029
1615, 1033
1620, 1034
1625, 1033
1630, 1034
1635, 1028
1640, 1036
1645, 1028
1650, 1030
1655, 1028
1660, 1040
1665, 1034
1670, 1032
1675, 1035
1680, 1037
1685, 1038
1690, 1029
1695, 1034
1700, 1036
1705, 1030
1710, 1028
1715, 1024
1720, 1028
1725, 1037
1730, 1038
1735, 1028
1740, 1030
1745, 1024
1750, 1030
1755, 1032
1760, 1033
1765, 1035
1770, 1031
1775, 1032
1780, 1036
1785, 1030
1790, 1031
1795, 1028
1800, 1038
1805, 1033
1810, 1034
1815, 1031
1820, 1035
1825, 1031
1830, 1033
1835, 1035
1840, 1036
1845, 1034
1850, 1027
1855, 1029
1860, 1032
1865, 1032
1870, 1032
1875, 1038
1880, 1036
1885, 1026
1890, 1032
1895, 1033
1900, 1037
1905, 1036
1910, 1036
1915, 1033
1920, 1026
1925, 1032
1930, 1032
1935, 1035
1940, 1037
1945, 1031
1950, 1027
1955, 1041
1960, 1028
1965, 1024
1970, 1029
1975, 1039
1980, 1037
1985, 1035
1990, 1035
1995, 1035
2000, 1033
2005, 1030
2010, 1025
2015, 1032
2020, 1027
2025, 1029
2030, 1033
2035, 1030
2040, 1036
2045, 1037
2050, 1033
2055, 1029
2060, 1031
2065, 1027
2070, 1030
2075, 1030
2080, 1030
2085, 1030
2090, 1033
2095, 1032
2100, 1028
2105, 1035
2110, 1028
2115, 1035
2120, 1029
2125, 1033
2130, 1036
2135, 1037
2140, 1034
2145, 1037
2150, 1030
2155, 1032
2160, 1035
2165, 1030
2170, 1036
2175, 1032
2180, 1031
2185, 1033
2190, 1026
2195, 1025
2200, 1033
2205, 1032
2210, 1030
2215, 1033
2220, 1030
2225, 1034
2230, 1036
2235, 1032
2240, 1031
2245, 1036
2250, 1033
2255, 1030
2260, 1021
2265, 1030
2270, 1030
2275, 1030
2280, 1032
2285, 1030
2290, 1038
2295, 1034
2300, 1030
2305, 1035
2310, 1026
2315, 1032
2320, 1032
2325, 1029
2330, 1030
2335, 1034
2340, 1026
2345, 1038
2350, 1028
2355, 1030
2360, 1030
2365, 1032
2370, 1032
2375, 1038
2380, 1032
2385, 1033
2390, 1035
2395, 1028
2400, 1034
2405, 1036
2410, 1037
2415, 1031
2420, 1034
2425, 1029
2430, 1034
2435, 1030
2440, 1035
2445, 1031
2450, 1030
2455, 1031
2460, 1030
2465, 1026
2470, 1031
2475, 1033
2480, 1035
2485, 1034
2490, 1025
2495, 1038
2500, 1028
2505, 1034
2510, 1028
2515, 1035
2520, 1035
2525, 1024
2530, 1033
2535, 1029
2540, 1035
2545, 1031
2550, 1035
2555, 1032
2560, 1032
2565, 1039
2570, 1038
2575, 1037
2580, 1034
2585, 1038
2590, 1029
2595, 1033
2600, 1039
2605, 1027
2610, 1033
2615, 1030
2620, 1026
2625, 1033
2630, 1032
2635, 1031
2640, 1029
2645, 1034
2650, 1040
2655, 1031
2660, 1030
2665, 1032
2670, 1036
2675, 1037
2680, 1036
2685, 1029
2690, 1028
2695, 1030
2700, 1035
2705, 1035
2710, 1034
2715, 1039
2720, 1034
2725, 1032
2730, 1034
2735, 1039
2740, 1033
2745, 1037
2750, 1030
2755, 1037
2760, 1033
2765, 1029
2770, 1036
2775, 1033
2780, 1031
2785, 1034
2790, 1034
2795, 1029
2800, 1037
2805, 1033
2810, 1034
2815, 1028
2820, 1029
2825, 1030
2830, 1029
2835, 1027
2840, 1029
2845, 1033
2850, 1036
2855, 1034
2860, 1033
2865, 1031
2870, 1032
2875, 1033
2880, 1031
2885, 1030
2890, 1036
2895, 1027
2900, 1032
2905, 1026
2910, 1033
2915, 1037
2920, 1032
2925, 1034
2930, 1039
2935, 1028
2940, 1032
2945, 1034
2950, 1029
2955, 1031
2960, 1033
2965, 1035
2970, 1033
2975, 1031
2980, 1033
2985, 1033
2990, 1026
2995, 1037
3000, 1025
3005, 1030
3010, 1037
3015, 1026
3020, 1035
3025, 1037
3030, 1036
3035, 1036
3040, 1032
3045, 1037
3050, 1035
3055, 1031
3060, 1032
3065, 1030
3070, 1038
3075, 1021
3080, 1028
3085, 1035
3090, 1038
3095, 1033
3100, 1035
3105, 1024
3110, 1034
3115, 1039
3120, 1035
3125, 1037
3130, 1036
3135, 1028
3140, 1035
3145, 1035
3150, 1038
3155, 1030
3160, 1027
3165, 1030
3170, 1030
3175, 1036
3180, 1037
3185, 1035
3190, 1031
3195, 1039
3200, 1033
3205, 1031
3210, 1034
3215, 1032
3220, 1029
3225, 1033
3230, 1025
3235, 1036
3240, 1034
3245, 1029
3250, 1032
3255, 1031
3260, 1034
3265, 1036
3270, 1032
3275, 1034
3280, 1036
3285, 1030
3290, 1028
3295, 1028
3300, 1039
3305, 1041
3310, 1038
3315, 1036
3320, 1034
3325, 1035
3330, 1036
3335, 1036
3340, 1038
3345, 1033
3350, 1035
3355, 1035
3360, 1034
3365, 1034
3370, 1033
3375, 1033
3380, 1039
3385, 1035
3390, 1036
3395, 1036
3400, 1031
3405, 1034
3410, 1033
3415, 1037
3420, 1034
3425, 1033
3430, 1031
3435, 1027
3440, 1036
3445, 1034
3450, 1031
3455, 1033
3460, 1032
3465, 1031
3470, 1038
3475, 1034
3480, 1033
3485, 1036
3490, 1029
3495, 1037
3500, 1031
3505, 1039
3510, 1036
3515, 1032
3520, 1032
3525, 1031
3530, 1033
3535, 1035
3540, 1036
3545, 1030
3550, 1036
3555, 1034
3560, 1031
3565, 1027
3570, 1034
3575, 1031
3580, 1036
3585, 1032
3590, 1034
3595, 1033
3600, 1037
3605, 1035
3610, 1033
3615, 1035
3620, 1036
3625, 1031
3630, 1035
3635, 1030
3640, 1036
3645, 1035
3650, 1034
3655, 1035
3660, 1030
3665, 1035
3670, 1028
3675, 1038
3680, 1033
3685, 1036
3690, 1039
3695, 1036
3700, 1037
3705, 1032
3710, 1032
3715, 1034
3720, 1034
3725, 1036
3730, 1031
3735, 1041
3740, 1030
3745, 1029
3750, 1033
3755, 1034
3760, 1038
3765, 1035
3770, 1038
3775, 1033
3780, 1037
3785, 1039
3790, 1031
3795, 1036
3800, 1032
3805, 1038
3810, 1031
3815, 1034
3820, 1035
3825, 1029
