0, 6.429, 10.312, 18.050, 4.125
1, 19.286, 10.312, 7.007, 4.125
2, 32.143, 10.312, 17.601, 4.125
3, 45.000, 10.312, 5.811, 4.125
4, 57.857, 10.312, 17.902, 4.125
5, 70.714, 10.312, 8.976, 4.125
6, 6.429, 22.041, 8.362, 4.125
7, 19.286, 22.041, 2.472, 4.125
8, 32.143, 22.041, 7.401, 4.125
9, 45.000, 22.041, 18.015, 4.125
10, 57.857, 22.041, 6.577, 4.125
11, 70.714, 22.041, 2.203, 4.125
12, 6.429, 36.735, 3.639, 4.125
13, 19.286, 36.735, 11.461, 4.125
14, 32.143, 36.735, 2.819, 4.125
15, 45.000, 36.735, 10.773, 4.125
16, 57.857, 36.735, 3.136, 4.125
17, 70.714, 36.735, 11.057, 4.125
18, 6.429, 51.429, 12.326, 4.125
19, 19.286, 51.429, 3.564, 4.125
20, 32.143, 51.429, 12.470, 4.125
21, 45.000, 51.429, 4.059, 4.125
22, 57.857, 51.429, 13.096, 4.125
23, 70.714, 51.429, 3.946, 4.125
24, 6.429, 66.122, 4.336, 4.125
25, 19.286, 66.122, 12.380, 4.125
26, 32.143, 66.122, 3.070, 4.125
27, 45.000, 66.122, 12.316, 4.125
28, 57.857, 66.122, 3.392, 4.125
29, 70.714, 66.122, 12.621, 4.125
30, 6.429, 80.816, 14.202, 4.125
31, 19.286, 80.816, 3.838, 4.125
32, 32.143, 80.816, 11.289, 4.125
33, 45.000, 80.816, 22.086, 4.125
34, 57.857, 80.816, 11.352, 4.125
35, 70.714, 80.816, 3.464, 4.125
36, 6.429, 95.510, 4.081, 4.125
37, 19.286, 95.510, 12.873, 4.125
38, 32.143, 95.510, 3.062, 4.125
39, 45.000, 95.510, 11.197, 4.125
40, 57.857, 95.510, 2.810, 4.125
41, 70.714, 95.510, 12.447, 4.125
42, 6.429, 110.204, 11.870, 4.125
43, 19.286, 110.204, 3.513, 4.125
44, 32.143, 110.204, 12.672, 4.125
45, 45.000, 110.204, 3.870, 4.125
46, 57.857, 110.204, 12.501, 4.125
47, 70.714, 110.204, 4.021, 4.125
48, 6.429, 124.898, 19.086, 4.125
49, 19.286, 124.898, 9.354, 4.125
50, 32.143, 124.898, 3.118, 4.125
51, 45.000, 124.898, 12.427, 4.125
52, 57.857, 124.898, 3.987, 4.125
53, 70.714, 124.898, 12.836, 4.125
54, 6.429, 139.592, 6.052, 4.125
55, 19.286, 139.592, 18.898, 4.125
56, 32.143, 139.592, 9.822, 4.125
57, 45.000, 139.592, 2.776, 4.125
58, 57.857, 139.592, 11.648, 4.125
59, 70.714, 139.592, 3.482, 4.125
60, 6.429, 154.286, 16.697, 4.125
61, 19.286, 154.286, 7.760, 4.125
62, 32.143, 154.286, 2.514, 4.125
63, 45.000, 154.286, 13.081, 4.125
64, 57.857, 154.286, 2.969, 4.125
65, 70.714, 154.286, 13.594, 4.125
66, 6.429, 168.980, nan, 0.000
67, 19.286, 168.980, nan, 0.000
68, 32.143, 168.980, nan, 0.000
69, 45.000, 168.980, nan, 0.000
70, 57.857, 168.980, nan, 0.000
71, 70.714, 168.980, nan, 0.000
72, 6.429, 183.673, nan, 0.000
73, 19.286, 183.673, nan, 0.000
74, 32.143, 183.673, nan, 0.000
75, 45.000, 183.673, nan, 0.000
76, 57.857, 183.673, nan, 0.000
77, 70.714, 183.673, nan, 0.000
78, 6.429, 198.367, nan, 0.000
79, 19.286, 198.367, nan, 0.000
80, 32.143, 198.367, nan, 0.000
81, 45.000, 198.367, nan, 0.000
82, 57.857, 198.367, nan, 0.000
83, 70.714, 198.367, nan, 0.000
84, 6.429, 213.061, nan, 0.000
85, 19.286, 213.061, nan, 0.000
86, 32.143, 213.061, nan, 0.000
87, 45.000, 213.061, nan, 0.000
88, 57.857, 213.061, nan, 0.000
89, 70.714, 213.061, nan, 0.000
90, 6.429, 227.755, nan, 0.000
91, 19.286, 227.755, nan, 0.000
92, 32.143, 227.755, nan, 0.000
93, 45.000, 227.755, nan, 0.000
94, 57.857, 227.755, nan, 0.000
95, 70.714, 227.755, nan, 0.000
96, 6.429, 242.449, nan, 0.000
97, 19.286, 242.449, nan, 0.000
98, 32.143, 242.449, nan, 0.000
99, 45.000, 242.449, nan, 0.000
100, 57.857, 242.449, nan, 0.000
101, 70.714, 242.449, nan, 0.000
102, 6.429, 257.143, nan, 0.000
103, 19.286, 257.143, nan, 0.000
104, 32.143, 257.143, nan, 0.000
105, 45.000, 257.143, nan, 0.000
106, 57.857, 257.143, nan, 0.000
107, 70.714, 257.143, nan, 0.000
108, 6.429, 271.837, nan, 0.000
109, 19.286, 271.837, nan, 0.000
110, 32.143, 271.837, nan, 0.000
111, 45.000, 271.837, nan, 0.000
112, 57.857, 271.837, nan, 0.000
113, 70.714, 271.837, nan, 0.000
114, 6.429, 286.531, nan, 0.000
115, 19.286, 286.531, nan, 0.000
116, 32.143, 286.531, nan, 0.000
117, 45.000, 286.531, nan, 0.000
118, 57.857, 286.531, nan, 0.000
119, 70.714, 286.531, nan, 0.000
120, 6.429, 301.224, nan, 0.000
121, 19.286, 301.224, nan, 0.000
122, 32.143, 301.224, nan, 0.000
123, 45.000, 301.224, nan, 0.000
124, 57.857, 301.224, nan, 0.000
125, 70.714, 301.224, nan, 0.000
126, 6.429, 315.918, nan, 0.000
127, 19.286, 315.918, nan, 0.000
128, 32.143, 315.918, nan, 0.000
129, 45.000, 315.918, nan, 0.000
130, 57.857, 315.918, nan, 0.000
131, 70.714, 315.918, nan, 0.000
132, 6.429, 330.612, nan, 0.000
133, 19.286, 330.612, nan, 0.000
134, 32.143, 330.612, nan, 0.000
135, 45.000, 330.612, nan, 0.000
136, 57.857, 330.612, nan, 0.000
137, 70.714, 330.612, nan, 0.000
138, 6.429, 345.306, nan, 0.000
139, 19.286, 345.306, nan, 0.000
140, 32.143, 345.306, nan, 0.000
141, 45.000, 345.306, nan, 0.000
142, 57.857, 345.306, nan, 0.000
143, 70.714, 345.306, nan, 0.000
